No,Fecha,Bateador,Eqp Po,Lanzador,Eqp Pe,Inn,Corredores,Zona,Estadio
152,8/30/2019,SAMÓN MATAMOROS Yordanis (IND),IND,DÍAZ SILVA Rodolfo (LTU),LTU,9,,CF,Julio Antonio Mella. Las Tunas (LTU)
153,8/30/2019,LEÓN RODRÍGUEZ Reinier (PRI),PRI,RODRÍGUEZ FONSECA Rubén (HOL),HOL,1,1B,RF,Mayor General Calixto García. Holguín (HOL)
154,8/30/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,RODRÍGUEZ FONSECA Rubén (HOL),HOL,4,,RF,Mayor General Calixto García. Holguín (HOL)
155,8/30/2019,SANTOYA ZULUETA Yasiel (MTZ),MTZ,CREACH RAMÍREZ Darién (GRA),GRA,1,2B,CF,Mártires de Barbados. Bayamo (GRA)
156,8/30/2019,SÁNCHEZ SÁNCHEZ Ariel (MTZ),MTZ,PÉREZ MERIÑO Juan Danilo (GRA),GRA,2,1B,CF,Mártires de Barbados. Bayamo (GRA)
157,8/30/2019,SILVA LA O Edilse (SCU),SCU,NÁPOLES RENGIFO Diosvel (MAY),MAY,1,3B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
158,8/30/2019,MORALES DE LA CRUZ Orlando (GTM),GTM,BALLESTER HERNÁNDEZ Camilo (CFG),CFG,5,1B,RF,Nguyen Van Troi. Guantánamo (GTM)
159,8/30/2019,CREMET PLANA Over (GTM),GTM,BALLESTER HERNÁNDEZ Camilo (CFG),CFG,6,,CF,Nguyen Van Troi. Guantánamo (GTM)
160,8/30/2019,ESCALANTE LORA Leonelkis (GTM),GTM,OZUNA HERNÁNDEZ José A. (CFG),CFG,7,,RF,Nguyen Van Troi. Guantánamo (GTM)
161,8/30/2019,AYALA GARCÍA Alexander (CMG),CMG,MARTÍNEZ DÍAZ Maikel (IJV),IJV,3,,LF,Cándido González. Camaguey (CMG)
162,8/31/2019,CEPEDA CRUZ Frederich (SSP),SSP,RODRÍGUEZ PÉREZ Sean (ART),ART,7,1B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
163,8/31/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,OLIVERA VERDECIA Juan Ramón (IND),IND,3,,CF,Julio Antonio Mella. Las Tunas (LTU)
164,8/31/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,GONZÁLEZ SÁNCHEZ Erick Cristhian (IND),IND,6,3B,LF,Julio Antonio Mella. Las Tunas (LTU)
165,8/31/2019,SAAVEDRA VALDÉS William (PRI),PRI,SANTIESTEBAN PEÑA Carlos A. (HOL),HOL,1,1B-2B,LF,Mayor General Calixto García. Holguín (HOL)
166,8/31/2019,GUIBERT STEVEN Yoelkis (SCU),SCU,CRUZ SERRANOS Mailon (MAY),MAY,3,2B,LF,Central Dos Ríos. Palma Soriano (SCU)
167,8/31/2019,SÁNCHEZ CELDA Rudens (SCU),SCU,GRACIAL FUENTES Geyler (MAY),MAY,4,1B-2B,LF,Central Dos Ríos. Palma Soriano (SCU)
168,8/31/2019,SILVA LA O Edilse (SCU),SCU,ALVAREZ DEL SOL Alyanser (MAY),MAY,7,1B-2B-3B,LF,Central Dos Ríos. Palma Soriano (SCU)
169,8/31/2019,RODRÍGUEZ GARCÍA Félix (CFG),CFG,BLES MOYA Raciel (GTM),GTM,4,1B-2B-3B,CF,Amado Romero Noa. Imías (GTM)
170,8/31/2019,REVILLA LEYVA Pedro (GTM),GTM,SUÁREZ BERMÚDEZ Raicol (CFG),CFG,4,2B,LF,Amado Romero Noa. Imías (GTM)
171,8/31/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,BLES MOYA Raciel (GTM),GTM,5,2B,RF,Amado Romero Noa. Imías (GTM)
172,8/31/2019,CREMET PLANA Over (GTM),GTM,SUÁREZ BERMÚDEZ Raicol (CFG),CFG,5,1B-2B-3B,CF,Amado Romero Noa. Imías (GTM)
173,9/1/2019,BENAVIDES ROUSEAUX Ariel Enrique (CAV),CAV,ALVAREZ SÁEZ Fredy Asiel (VCL),VCL,2,1B-2B-3B,LF,José Ramón Cepero. Ciego de Avila (CAV)
174,9/1/2019,GONZÁLEZ ISIDORIA Raul (CAV),CAV,ALVAREZ SÁEZ Fredy Asiel (VCL),VCL,4,2B-3B,LF,José Ramón Cepero. Ciego de Avila (CAV)
175,9/1/2019,MORALES GONZÁLEZ Humberto (CAV),CAV,DELGADO RAMOS Yanny (VCL),VCL,4,,RF,José Ramón Cepero. Ciego de Avila (CAV)
176,9/1/2019,BAGUET LUIS Yoandy (SSP),SSP,MARTÍNEZ CABRERA Ricardo (ART),ART,2,3B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
177,9/1/2019,CEPEDA CRUZ Frederich (SSP),SSP,MARTÍNEZ CABRERA Ricardo (ART),ART,3,,LF,José Antonio Huelga. Sancti Spiritus (SSP)
178,9/1/2019,PROENZA MATOS Ronmy (ART),ART,MAURI GUTIÉRREZ Yankiel (SSP),SSP,9,1B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
179,9/1/2019,CORREA SÁNCHEZ Lisbán (IND),IND,PEÑA RODRÍGUEZ José Armando (LTU),LTU,7,1B,CF,Julio Antonio Mella. Las Tunas (LTU)
180,9/1/2019,PEÑALVER DARCOURT Yhosvani (IND),IND,VIERA POLANCO Noriel (LTU),LTU,8,1B-2B-3B,CF,Julio Antonio Mella. Las Tunas (LTU)
181,9/1/2019,CACERES DORCINET Maikel (HOL),HOL,CRUZ MELENDEZ Yoandy (PRI),PRI,1,2B,RF,Mayor General Calixto García. Holguín (HOL)
182,9/1/2019,AGUILERA PORTILLA Lerys (HOL),HOL,CRUZ MELENDEZ Yoandy (PRI),PRI,1,,LF,Mayor General Calixto García. Holguín (HOL)
183,9/1/2019,AGUILERA PORTILLA Lerys (HOL),HOL,ALVAREZ CAMEJO Jenier (PRI),PRI,3,,LF,Mayor General Calixto García. Holguín (HOL)
184,9/1/2019,PEÑA CENTRAY Jorge Luis (HOL),HOL,ALVAREZ CAMEJO Jenier (PRI),PRI,3,,CF,Mayor General Calixto García. Holguín (HOL)
185,9/1/2019,PEÑA CENTRAY Jorge Luis (HOL),HOL,SILVA SILVA Luis A. (PRI),PRI,4,1B-2B,LF,Mayor General Calixto García. Holguín (HOL)
186,9/1/2019,MEDINA PÉREZ Aníbal (MTZ),MTZ,MARTÍNEZ MARTÍNEZ Leandro (GRA),GRA,2,2B,LF,Mártires de Barbados. Bayamo (GRA)
187,9/1/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,RODRÍGUEZ LEÓN Kelbis (GRA),GRA,5,2B,CF,Mártires de Barbados. Bayamo (GRA)
188,9/1/2019,SANTOYA ZULUETA Yasiel (MTZ),MTZ,GONZÁLEZ SALCEDO Luis Miguel (GRA),GRA,8,1B-2B,LF,Mártires de Barbados. Bayamo (GRA)
189,9/1/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,GONZÁLEZ SALCEDO Luis Miguel (GRA),GRA,8,,CF,Mártires de Barbados. Bayamo (GRA)
190,9/1/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,MOREIRA RODRÍGUEZ Lander (GTM),GTM,7,1B,RF,Nguyen Van Troi. Guantánamo (GTM)
191,9/1/2019,LÓPEZ MARTÍNEZ Richel (CFG),CFG,PREVAL VELÁZQUEZ Julio C. (GTM),GTM,8,,RF,Nguyen Van Troi. Guantánamo (GTM)
192,9/1/2019,PRIETO ECHEVARRÍA César (CFG),CFG,PREVAL VELÁZQUEZ Julio C. (GTM),GTM,9,,LF,Nguyen Van Troi. Guantánamo (GTM)
193,9/1/2019,LA ROSA AGUILA Yulexis (VCL),VCL,GUEVARA MORALES Yander (CAV),CAV,4,1B,LF,José Ramón Cepero. Ciego de Avila (CAV)
194,9/1/2019,PACHECO ABREU Walter Orlando (VCL),VCL,GUEVARA MORALES Yander (CAV),CAV,4,1B,RF,José Ramón Cepero. Ciego de Avila (CAV)
195,9/1/2019,MORALES GONZÁLEZ Humberto (CAV),CAV,HERNÁNDEZ ROJAS Yasmani (VCL),VCL,7,1B,CF,José Ramón Cepero. Ciego de Avila (CAV)
196,9/3/2019,ALOMÁ HERRERA Jorge Enrique (IND),IND,ALVAREZ JIMÉNEZ Pedro Angel (SSP),SSP,1,,LF,Latinoamericano. Cerro (HAB)
197,9/3/2019,CEPEDA LIMA Geyser A. (SSP),SSP,MOLINA BARRIOS Yandi (IND),IND,4,1B,RF,Latinoamericano. Cerro (HAB)
198,9/3/2019,TÉLLEZ ACEVEDO Yendri (CMG),CMG,DÍAZ ALONSO Dayron (ART),ART,6,,RF,Cándido González. Camaguey (CMG)
199,9/3/2019,JIMÉNEZ HERNÁNDEZ José Antonio (ART),ART,PÉREZ VERGARA Carlos Alfredo (CMG),CMG,9,,LF,Cándido González. Camaguey (CMG)
200,9/3/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,CRUZ RONDÓN Yoalkis (LTU),LTU,6,2B,LF,Julio Antonio Mella. Las Tunas (LTU)
201,9/3/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,BICET LABRADA Alberto (SCU),SCU,1,1B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
202,9/3/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,BICET LABRADA Alberto (SCU),SCU,3,,RF,Guillermón Moncada. Santiago de Cuba (SCU)
203,9/4/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,GONZÁLEZ MORENO Reilandy (PRI),PRI,7,,LF,Gilberto Ferrales. Amancio (LTU)
204,9/4/2019,PEÑA RIVERO Denis (LTU),LTU,GONZÁLEZ MORENO Reilandy (PRI),PRI,7,,RF,Gilberto Ferrales. Amancio (LTU)
205,9/4/2019,SAAVEDRA VALDÉS William (PRI),PRI,SOCARRÁS ROJAS Yormani (LTU),LTU,9,,LF,Gilberto Ferrales. Amancio (LTU)
206,9/4/2019,DUARTE HERNÁNDEZ Donal (PRI),PRI,SOCARRÁS ROJAS Yormani (LTU),LTU,9,,LF,Gilberto Ferrales. Amancio (LTU)
207,9/4/2019,GARCÍA FIGUEREDO Darién (GRA),GRA,NÁPOLES RENGIFO Diosvel (MAY),MAY,2,,LF,10 de Octubre. Yara (GRA)
208,9/5/2019,BRAVO RIQUENE Humberto (CMG),CMG,SÁNCHEZ CUESTA Israel (ART),ART,8,,RF,Cándido González. Camaguey (CMG)
209,9/5/2019,PAUMIER OLIVA Yunior (HOL),HOL,GARCÍA ESCALANTE Vladimir (CAV),CAV,2,,LF,Mayor General Calixto García. Holguín (HOL)
210,9/5/2019,PAUMIER OLIVA Yunior (HOL),HOL,GARCÍA ESCALANTE Vladimir (CAV),CAV,4,,LF,Mayor General Calixto García. Holguín (HOL)
211,9/5/2019,FADRAGA PÉREZ Alfredo (CAV),CAV,PAREDES CÉSPEDES Wilson (HOL),HOL,9,1B-2B-3B,LF,Mayor General Calixto García. Holguín (HOL)
212,9/5/2019,GONZÁLEZ ISIDORIA Raul (CAV),CAV,VALERA BANEGAS Elexis (HOL),HOL,9,1B-2B-3B,LF,Mayor General Calixto García. Holguín (HOL)
213,9/5/2019,MORALES GONZÁLEZ Humberto (CAV),CAV,VALERA BANEGAS Elexis (HOL),HOL,9,,RF,Mayor General Calixto García. Holguín (HOL)
214,9/5/2019,PRIETO ECHEVARRÍA César (CFG),CFG,FONT MUSTELIER Carlos (SCU),SCU,1,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
215,9/5/2019,GUIBERT STEVEN Yoelkis (SCU),SCU,BARRETO GRAVE DE PERALTA Reemberto (CFG),CFG,7,,RF,Guillermón Moncada. Santiago de Cuba (SCU)
216,9/5/2019,SAMÓN MATAMOROS Yordanis (IND),IND,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,1,1B-2B,LF,Latinoamericano. Cerro (HAB)
217,9/5/2019,CEPEDA CRUZ Frederich (SSP),SSP,PONCE FRENE Héctor (IND),IND,5,1B,RF,Latinoamericano. Cerro (HAB)
218,9/5/2019,AROCHE JIMÉNEZ Wilfredo Yasel (IND),IND,MAURI GUTIÉRREZ Yankiel (SSP),SSP,5,3B,RF,Latinoamericano. Cerro (HAB)
219,9/5/2019,GARCÍA ORTEGA Dayán (ART),ART,ROBLE RODRÍGUEZ Ramón (CMG),CMG,5,1B,LF,Cándido González. Camaguey (CMG)
220,9/5/2019,QUESADA PEDROSO Pavel (CFG),CFG,BETANCOURT CHACÓN Danny (SCU),SCU,1,3B,LF,Guillermón Moncada. Santiago de Cuba (SCU)
221,9/5/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,GUTIÉRREZ NÁPOLES José Luis (SCU),SCU,2,2B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
222,9/5/2019,GUZMÁN LEBLANCH Luis (SCU),SCU,BALLESTER HERNÁNDEZ Camilo (CFG),CFG,2,1B-3B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
223,9/5/2019,LÓPEZ MARTÍNEZ Richel (CFG),CFG,MEJÍAS RODRÍGUEZ Uber Luis (SCU),SCU,3,2B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
224,9/5/2019,SÁNCHEZ CELDA Rudens (SCU),SCU,OZUNA HERNÁNDEZ José A. (CFG),CFG,6,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
225,9/5/2019,MATEO TERRY Luis Vicente (CFG),CFG,GARCÉS HERRERA Yosmel (SCU),SCU,7,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
226,9/5/2019,REYES ORTEGA Raul (VCL),VCL,GAMBOA CORREOSO Yunier (IJV),IJV,4,1B,LF,Cristóbal Labra. Nueva Gerona (IJV)
227,9/5/2019,ALARCÓN TARDIO Yosvani (LTU),LTU,ZAMBRANA IZQUIERDO Yasiel (PRI),PRI,6,,CF,Julio Antonio Mella. Las Tunas (LTU)
228,9/5/2019,AGUILERA PORTILLA Lerys (HOL),HOL,HERNÁNDEZ SANTANA Sergio (CAV),CAV,3,,LF,Mayor General Calixto García. Holguín (HOL)
229,9/5/2019,CIVIL GONZÁLEZ Abdel (CAV),CAV,SANTIESTEBAN PEÑA Carlos A. (HOL),HOL,7,1B,LF,Mayor General Calixto García. Holguín (HOL)
230,9/5/2019,CEDEÑO GONZÁLEZ Lázaro Alfredo (GRA),GRA,MARTÍNEZ PÉREZ Yadián (MAY),MAY,2,,LF,Mártires de Barbados. Bayamo (GRA)
231,9/5/2019,GARCÍA FIGUEREDO Darién (GRA),GRA,MARTÍNEZ PÉREZ Yadián (MAY),MAY,2,,LF,Mártires de Barbados. Bayamo (GRA)
232,9/5/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,BLANCO MATOS Lázaro (GRA),GRA,5,1B,CF,Mártires de Barbados. Bayamo (GRA)
233,9/5/2019,MILIÁN SANTOS Yulián Rafael (GRA),GRA,MARTÍNEZ PÉREZ Yadián (MAY),MAY,5,,CF,Mártires de Barbados. Bayamo (GRA)
234,9/5/2019,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,MENA SILOT Dairon (GTM),GTM,2,,LF,Nguyen Van Troi. Guantánamo (GTM)
235,9/5/2019,LUIS CAMPILLO Willian (MTZ),MTZ,MARTÍNEZ MONTES Orlandis (GTM),GTM,9,1B,LF,Nguyen Van Troi. Guantánamo (GTM)
236,9/5/2019,BLANCO DÍAZ Eduardo (MTZ),MTZ,MARTÍNEZ MONTES Orlandis (GTM),GTM,9,1B,LF,Nguyen Van Troi. Guantánamo (GTM)
237,9/7/2019,RIVERA DESPAIGNE Luis Felipe (IJV),IJV,GARCÍA ANDÚJAR Ulfrido (SCU),SCU,1,1B-2B,RF,Cristóbal Labra. Nueva Gerona (IJV)
238,9/7/2019,LABRADA MARÉN Adriel (SCU),SCU,PÉREZ RODRÍGUEZ Wilber (IJV),IJV,8,,LF,Cristóbal Labra. Nueva Gerona (IJV)
239,9/7/2019,CORREA SÁNCHEZ Lisbán (IND),IND,ENTENZA GONZÁLEZ Noelvis (MTZ),MTZ,2,,LF,Latinoamericano. Cerro (HAB)
240,9/7/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe,MTZ,GONZÁLEZ SÁNCHEZ Erick Cristhian (IND),IND,9,1B,RF,Latinoamericano. Cerro (HAB)
241,9/7/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,INSUA MORFA Yasmany (CFG),CFG,4,,LF,5 de Septiembre. Cienfuegos (CFG)
242,9/7/2019,CIVIL GONZÁLEZ Abdel (CAV),CAV,COUSIN DE LA ROSA Yosimar (CMG),CMG,3,2B,LF,Cándido González. Camaguey (CMG)
243,9/7/2019,ESQUERRES VALDÉS Moisés (ART),ART,PÉREZ RIVERÓN Juan Enrique (HOL),HOL,7,,LF,Mayor General Calixto García. Holguín (HOL)
244,9/8/2019,RODRÍGUEZ CANDANO Pedro Luis (PRI),PRI,MOREIRA RODRÍGUEZ Lander (GTM),GTM,1,1B,LF,Capitán San Luis. Pinar del Río (PRI)
245,9/8/2019,LEÓN RODRÍGUEZ Reinier (PRI),PRI,CASTILLO MUÑOZ Luis Enrique (GTM),GTM,6,2B,LF,Capitán San Luis. Pinar del Río (PRI)
246,9/8/2019,SÁNCHEZ CELDA Rudens (SCU),SCU,MILLÁN ROLDÁN Erasmo (IJV),IJV,4,,LF,Cristóbal Labra. Nueva Gerona (IJV)
247,9/8/2019,GUZMÁN LEBLANCH Luis (SCU),SCU,GUILARTE LEÓN Raul (IJV),IJV,8,,CF,Cristóbal Labra. Nueva Gerona (IJV)
248,9/8/2019,ALOMÁ HERRERA Jorge Enrique (IND),IND,BLANCO PORTAL Yaniel (MTZ),MTZ,9,,LF,Latinoamericano. Cerro (HAB)
249,9/8/2019,LA ROSA AGUILA Yulexis (VCL),VCL,ALONSO RODRÍGUEZ Darián (MAY),MAY,2,,LF,Adelfo Hernández. Nueva Paz (MAY)
250,9/8/2019,CARABEO MÉNDEZ Javier (MAY),MAY,CARRILLO CARVAJAL Robelio (VCL),VCL,2,,CF,Adelfo Hernández. Nueva Paz (MAY)
251,9/8/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,SÁNCHEZ HERNÁNDEZ Leorisbel (CFG),CFG,4,3B,LF,5 de Septiembre. Cienfuegos (CFG)
252,9/8/2019,PROENZA MATOS Ronmy (ART),ART,ORIZ ABALLE Maracle Rubén (HOL),HOL,2,,RF,José Abréu. Sagua de Tánamo (HOL)
253,9/8/2019,JIMÉNEZ HERNÁNDEZ José Antonio (ART),ART,PAREDES CÉSPEDES Wilson (HOL),HOL,4,2B-3B,LF,José Abréu. Sagua de Tánamo (HOL)
254,9/9/2019,RODRÍGUEZ CANDANO Pedro Luis (PRI),PRI,NAVARRO NOA Frank (GTM),GTM,6,,LF,Capitán San Luis. Pinar del Río (PRI)
255,9/9/2019,HERNÁNDEZ GÓMEZ Irandi (PRI),PRI,NAVARRO NOA Frank (GTM),GTM,6,,CF,Capitán San Luis. Pinar del Río (PRI)
256,9/9/2019,SÁNCHEZ CELDA Rudens (SCU),SCU,QUINTANA GAMBOA Franklin (IJV),IJV,5,2B,LF,Cristóbal Labra. Nueva Gerona (IJV)
257,9/9/2019,ACEBAL PÉREZ Jordanys (IJV),IJV,FONT MUSTELIER Carlos (SCU),SCU,7,,LF,Cristóbal Labra. Nueva Gerona (IJV)
258,9/9/2019,DELGADO CASTAÑEDA Jefferson (MTZ),MTZ,SOSA CUESTA Adrián Rajiv (IND),IND,6,1B,RF,Latinoamericano. Cerro (HAB)
259,9/9/2019,HERNÁNDEZ MATOS Andrés (IND),IND,DUEÑAS MORÉ Armando (MTZ),MTZ,8,1B,LF,Latinoamericano. Cerro (HAB)
260,9/9/2019,CORREA SÁNCHEZ Lisbán (IND),IND,PARRA LIMONTA Haykel (MTZ),MTZ,9,1B,LF,Latinoamericano. Cerro (HAB)
261,9/9/2019,BENAVIDES ROUSEAUX Ariel Enrique (CAV),CAV,CONTRERAS ESQUIVEL Juan S. (CMG),CMG,2,2B-3B,LF,Cándido González. Camaguey (CMG)
262,9/10/2019,BARROSO PUERTA Dunieski Ramón (SSP),SSP,PÉREZ MERIÑO Juan Danilo (GRA),GRA,1,3B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
263,9/11/2019,LABRADA MARÉN Adriel (SCU),SCU,ALVAREZ DÍAZ Frank A. (PRI),PRI,5,1B-2B,LF,Capitán San Luis. Pinar del Río (PRI)
264,9/11/2019,PEÑALVER DARCOURT Yhosvani (IND),IND,RODRÍGUEZ YORDI Yariel (CMG),CMG,4,,RF,Latinoamericano. Cerro (HAB)
265,9/11/2019,FERNÁNDEZ LEMUS Luis (MAY),MAY,MARTÍNEZ LORENZO Yairon (CAV),CAV,3,,LF,Héroes del Mayabeque. Guines (MAY)
266,9/11/2019,LAVANDERA ALVAREZ Orlando (MAY),MAY,MARTÍNEZ LORENZO Yairon (CAV),CAV,4,1B,LF,Héroes del Mayabeque. Guines (MAY)
267,9/11/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,CÁRDENAS AGUERO Osvaldo (CAV),CAV,8,,LF,Héroes del Mayabeque. Guines (MAY)
268,9/11/2019,DELGADO CASTAÑEDA Jefferson (MTZ),MTZ,HERNÁNDEZ CRUZ Yoanni (SSP),SSP,5,1B,LF,Victoria de Girón. Matanzas (MTZ)
269,9/11/2019,PALMA FONSECA Darién (GRA),GRA,AVEILLÉ OLIVERA Oscar Luis (VCL),VCL,9,,LF,Augusto César Sandino. Santa Clara (VCL)
270,9/12/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,DÍAZ ALONSO Dayron (ART),ART,1,,CF,Tricontinental. Guira de Melena (ART)
271,9/12/2019,DE LA CRUZ MATOS Andrés (LTU),LTU,DÍAZ ALONSO Dayron (ART),ART,3,1B-2B,RF,Tricontinental. Guira de Melena (ART)
272,9/12/2019,PROENZA MATOS Ronmy (ART),ART,CIVIL HIDALGO Alberto Pablo (LTU),LTU,6,1B-3B,RF,Tricontinental. Guira de Melena (ART)
273,9/12/2019,URGELLÉS COBAS Yoandry (IND),IND,BASULTO VALDÉS Erislery (CMG),CMG,6,,RF,Latinoamericano. Cerro (HAB)
274,9/12/2019,RAMOS POZO Rangel (MAY),MAY,DUQUESNE CANTERO Dachel (CAV),CAV,4,2B-3B,LF,Héroes del Mayabeque. Guines (MAY)
275,9/12/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,DUQUESNE CANTERO Dachel (CAV),CAV,5,,LF,Héroes del Mayabeque. Guines (MAY)
276,9/12/2019,LUIS CAMPILLO Willian (MTZ),MTZ,CASTELLANO PÉREZ Harbin (SSP),SSP,3,1B-2B-3B,LF,Victoria de Girón. Matanzas (MTZ)
277,9/12/2019,SANTOYA ZULUETA Yasiel (MTZ),MTZ,BRAÑA ROJAS José Luis (SSP),SSP,7,3B,LF,Victoria de Girón. Matanzas (MTZ)
278,9/12/2019,VIZCAINO RODRÍGUEZ Yurién (VCL),VCL,MARTÍNEZ MARTÍNEZ Leandro (GRA),GRA,5,1B,RF,Augusto César Sandino. Santa Clara (VCL)
279,9/12/2019,PÉREZ ROMERO Yeniet (VCL),VCL,RODRÍGUEZ LEÓN Kelbis (GRA),GRA,7,,LF,Augusto César Sandino. Santa Clara (VCL)
280,9/13/2019,ALMEIDA TAMAYO Pedro (HOL),HOL,CÓRDOVA VÁZQUEZ José A. (CFG),CFG,5,,RF,Mayor General Calixto García. Holguín (HOL)
281,9/13/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,SÁNCHEZ ARCIA José Antonio (HOL),HOL,5,1B-2B,RF,Mayor General Calixto García. Holguín (HOL)
282,9/13/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,CHI MONTOYA Bryan (IND),IND,8,1B,CF,Latinoamericano. Cerro (HAB)
283,9/13/2019,HERNÁNDEZ ORTÍZ Juan C. (MAY),MAY,GUEVARA MORALES Yander (CAV),CAV,4,1B-2B,RF,Héroes del Mayabeque. Guines (MAY)
284,9/13/2019,FADRAGA PÉREZ Alfredo (CAV),CAV,VÁSQUEZ SÁNCHEZ Luis Miguel (MAY),MAY,9,,LF,Héroes del Mayabeque. Guines (MAY)
285,9/13/2019,MARTÍNEZ MESA Juan Manuel (MTZ),MTZ,ALVAREZ JIMÉNEZ Pedro Angel (SSP),SSP,2,,LF,Victoria de Girón. Matanzas (MTZ)
286,9/13/2019,PÉREZ ROMERO Yeniet (VCL),VCL,GARCÍA RONDÓN César (GRA),GRA,4,,LF,Augusto César Sandino. Santa Clara (VCL)
287,9/15/2019,HECHAVARRÍA LORES Luis Jairon (GTM),GTM,ORTIZ ALVAREZ Michel (ART),ART,2,2B,LF,26 de Julio. Artemisa (ART)
288,9/15/2019,CREMET PLANA Over (GTM),GTM,SÁNCHEZ CUESTA Israel (ART),ART,7,,CF,26 de Julio. Artemisa (ART)
289,9/15/2019,CARBONELL TERRERO Félix (GTM),GTM,SÁNCHEZ CUESTA Israel (ART),ART,8,,LF,26 de Julio. Artemisa (ART)
290,9/15/2019,SAAVEDRA VALDÉS William (PRI),PRI,SOSA CUESTA Adrián Rajiv (IND),IND,7,1B,LF,Latinoamericano. Cerro (HAB)
291,9/15/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,NODAL SUÁREZ Elder (IND),IND,9,1B,RF,Latinoamericano. Cerro (HAB)
292,9/15/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,RODRÍGUEZ FONSECA Rubén (HOL),HOL,4,,LF,Nelson Fernández. San José de las Lajas (MAY)
293,9/15/2019,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,VIERA ALVAREZ Carlos Juan (LTU),LTU,1,1B,CF,Victoria de Girón. Matanzas (MTZ)
294,9/15/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,DUEÑAS MORÉ Armando (MTZ),MTZ,6,1B,LF,Victoria de Girón. Matanzas (MTZ)
295,9/15/2019,ALARCÓN TARDIO Yosvani (LTU),LTU,QUESADA COTO Andy (MTZ),MTZ,8,1B-2B-3B,LF,Victoria de Girón. Matanzas (MTZ)
296,9/15/2019,AYALA GARCÍA Alexander (CMG),CMG,PÉREZ RAMOS Alex Daniel (CFG),CFG,2,,RF,5 de Septiembre. Cienfuegos (CFG)
297,9/15/2019,SORIANO GARCÍA Juan Miguel (CFG),CFG,MADAN MONTEJO Frank (CMG),CMG,6,,LF,5 de Septiembre. Cienfuegos (CFG)
298,9/15/2019,AYALA GARCÍA Alexander (CMG),CMG,SÁNCHEZ HERNÁNDEZ Leorisbel (CFG),CFG,7,,CF,5 de Septiembre. Cienfuegos (CFG)
299,9/15/2019,RODRÍGUEZ GARCÍA Félix (CFG),CFG,GÓNGORA DE LA TORRE Dariel (CMG),CMG,8,,RF,5 de Septiembre. Cienfuegos (CFG)
300,9/15/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,GÓNGORA DE LA TORRE Dariel (CMG),CMG,8,,RF,5 de Septiembre. Cienfuegos (CFG)
301,9/15/2019,BRIDÓN SANDUY Jonathan Lázaro (CAV),CAV,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,2,,LF,José Ramón Cepero. Ciego de Avila (CAV)
302,9/15/2019,VALDÉS EXPOSITO Rubén (CAV),CAV,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,3,,LF,José Ramón Cepero. Ciego de Avila (CAV)
303,9/15/2019,CEPEDA CRUZ Frederich (SSP),SSP,HERNÁNDEZ SANTANA Sergio (CAV),CAV,4,1B,RF,José Ramón Cepero. Ciego de Avila (CAV)
